lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M1FAD173-5xFAD-Cortex10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,M2FAD173-5xFAD-Cortex10x_01192023,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
Lyso_PS(15:1),-0.03623869772213151,7.21666903281033,0.018437816192090395,0.8919905218197639,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,22005.74157714844,46781.4033203125,34048.68240356445,61129.90408325195,49850.543685913086,149201.51068115234,41071.32307434082,68373.52584075928,22129.921558380127,70786.30365753174,46151.283153533936,128141.25073242188,130979.0698852539,96160.8656616211,111455.40869140624,140951.90887451172,102316.28698730467,94629.10485839844,94443.3462524414,45034.443157196045,46994.00308990479,15610.56116104126,66512.00527191162,51027.52350616455,59107.36399459839,123523.27069091795,63030.50439071655,122841.90899658205,121506.92895507812,134542.82971191406,114339.60986328124,184590.2139892578
Lyso_PS(16:0) | PS (16:0),0.32426616768004024,6.306897506401933,1.446040332521079,0.22916437887506844,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,1527.2801055908203,1468.0801048278809,1512.6400985717771,1527.9601135253906,1735.6601066589355,1509.300090789795,1457.3200988769531,1470.0201034545898,1464.320110321045,1514.5801162719729,1464.14009475708,128081.49114990234,133364.57022094727,112744.60830688477,159636.81121826172,125329.72994995116,98567.60806274414,104870.14755249023,111724.26736450195,1589.7200965881348,1462.1001052856443,1461.380107879639,1476.820095062256,1560.8400993347168,1460.9600982666016,1574.340103149414,1484.620101928711,110110.28857421876,124966.19073486328,123650.07180786131,108193.7082824707,1584.6001014709473
Lyso_PS(16:0) | PS (16:0)_2,0.33576785823180616,6.304642901454303,1.5493044028917211,0.21323815922116435,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,1490.920093536377,1464.6000938415527,1543.0200996398926,1543.3001022338867,1494.4601135253906,1497.660099029541,1516.260108947754,1542.6601028442385,1476.9000968933103,1599.9001159667969,1465.0401000976562,128352.13189697266,141001.18823242188,107314.20889282228,161409.5724182129,125700.72607421876,104074.607421875,101195.2885131836,107296.06814575195,1466.2200965881348,1462.1800918579102,1462.1801109313965,1523.280117034912,1510.9601020812988,1466.6401023864746,1583.0200996398926,1493.0200958251953,109398.66900634766,121338.04956054688,124145.52978515624,108573.52767944336,1695.0401153564453
Lyso_PS(16:1) | PS (16:1),0.13761176060634023,5.391933862726989,0.26336153110332816,0.607820086541416,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,1463.0200996398926,1605.1201171875,1516.9201049804688,1553.6800994873047,1461.56010055542,1649.1001243591309,1477.8401107788086,1574.1801071166992,1463.8400955200195,1458.700096130371,1471.3600845336914,58237.60403442383,69251.94485473633,49777.06362915039,62240.24476623535,62345.724517822266,59162.12438964844,57765.44409179688,63962.70462036133,1465.7001037597656,1611.7601127624512,1461.0801048278809,1465.7200927734375,1460.7800979614258,1549.7201042175293,1762.2401161193848,1463.6001014709473,61040.48419189453,66784.6439819336,74017.16516113281,61598.30331420898,1461.7800941467283
Lyso_PS(16:1) | PS (16:1)_2,0.1416794878006042,5.401679520379345,0.27909661825015064,0.5972939372611594,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,1463.2201042175293,1480.9200897216797,1497.0200996398926,1510.8800926208496,1492.1600952148438,1542.0200996398926,1457.3400993347168,1474.760108947754,1464.60009765625,1459.6201133728027,1491.6401023864746,59639.08438110352,65641.16519165039,53058.26403808594,60528.24490356445,66766.80487060547,66995.9047241211,52114.60397338867,61965.10394287109,1466.680088043213,1461.840106964111,1542.3000984191897,1465.7800941467283,1529.240104675293,1506.360092163086,1519.4201011657717,1463.300090789795,56821.023864746094,66396.2847290039,79614.04510498047,62395.34475708008,1661.680118560791
Lyso_PS(17:0) | PSo (18:0),0.16400263915905397,10.749771337298252,0.37354859685729025,0.5410763042958795,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,196158.55406570435,219361.6747894287,303248.0227661133,359486.72465133667,264401.6774787903,1635870.8061523438,260469.17935943604,718753.8912353516,393649.284034729,684966.6067810059,216954.95475006104,2134706.1748046875,2589490.008300781,2503857.4291992188,2845912.8603515625,1419614.7587890625,1496242.6928710938,1354585.6674804688,796387.73974609375,216663.9764595032,411613.6048965454,424428.30490493774,302583.681842804,618023.602306366,1010029.682861328,1814764.333984375,466859.409866333,1341913.3032226562,1880516.935546875,786981.4775390625,1949182.4775390625,320243.1005859375
Lyso_PS(17:0) | PSo (18:0)_2,0.218437080283378,10.790653051040964,0.6605459484271705,0.41636726911231675,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,470603.8163948059,208020.2352256775,300694.2626876831,330710.78649520874,265930.3554763794,1584643.9077148438,550684.5477600098,753800.2857666016,393516.7474327088,291334.8418045044,213233.31510162356,2206227.642089844,2697833.5893554688,2615912.0947265625,2940551.9418945312,1477076.1206054688,1578359.8095703125,1454720.859375,850072.412109375,206127.9143447876,420836.767288208,461631.9895095825,169785.63372802734,561933.6593780518,947656.8311767578,1715572.9594726562,471776.87328338623,1418677.9946289062,2035057.6142578125,833217.57373046875,2034447.8559570312,306518.5986328125
Lyso_PS(17:0) | PSo (18:0)_3,0.20100459102367174,10.812156716477423,0.5599045178678352,0.4542987163228104,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,446125.8094329834,190187.8539199829,420992.9640274048,316393.36210250854,246916.8966331482,1419915.15625,554797.9565811157,652264.4158935547,149694.4507637024,254483.46104812625,185860.8109703064,2317702.9331054688,2825750.7607421875,2734475.970214844,3138156.794921875,1549653.1533203125,1659603.2670898438,1523858.4282226562,885992.79541015625,187415.21215438843,358774.341506958,469982.4132461548,334620.6996269226,588388.2116241455,870793.7777099609,1618029.431640625,413431.58867645264,1503362.1142578125,2133670.084472656,868063.90673828125,2174830.40625,282656.58251953125
Lyso_PS(17:1) | PSp (18:0),0.08870839340166924,6.199861832366479,0.10974671726989982,0.740432678992294,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,8278.260597229004,18442.22137069702,23476.70171356201,23404.44175720215,20156.321586608887,75699.76541137695,8963.56063079834,20749.08142471313,17037.38104248047,28910.741954803467,19546.821445465088,78891.426025390625,89973.02630615234,44491.8032989502,74312.28494262695,82797.80599975586,56818.244384765625,51994.28366088867,65121.16470336914,18330.70134735107,22376.7815322876,12817.720882415771,14041.700965881348,22935.201774597168,20326.64153289795,56559.904052734375,21661.04175186157,55906.623596191406,82552.44650268555,80510.62548828125,62760.98406982422,56043.78454589844
Lyso_PS(17:1) | PSp (18:0)_2,0.085961891272031,6.207033013534966,0.10307190159983293,0.748173917607742,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,14554.2209815979,19047.681308746334,16771.481185913086,24745.4016456604,21175.861499786377,70367.78533935547,16017.641410827637,19557.861598968502,9049.580646514893,28134.40200805664,20363.84140777588,79398.90576171875,88361.52572631836,49332.863037109375,76683.08563232422,83881.50701904297,57330.34414672852,47728.20388793945,67814.50503540039,18481.10138320923,22598.6017036438,13229.40069961548,8116.920593261719,26667.20167541504,22568.82148742676,55557.22415161133,22807.46170425415,58591.32354736328,81121.12564086914,86120.0258178711,59675.12487792969,54849.64300537109
Lyso_PS(17:2),-0.017875835596997576,6.135088980305102,0.004481942421080021,0.9466236489358423,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,15911.041229248049,24899.18170166016,25041.341930389404,32974.62233352661,27406.18185043335,67869.58404541016,18535.201511383057,20650.16146850586,17015.300937652588,19044.801414489742,24054.261695861816,50638.72396850586,57510.04473876953,48657.34365844727,47309.48287963867,62408.68505859375,50176.52365112305,51086.64337158203,58462.4040222168,21082.081523895264,27559.801918029785,16782.24112701416,16240.761283874512,32911.66214752197,24151.08168792725,61554.02429199219,30699.241817474365,54298.944244384766,60029.52426147461,62716.904052734375,50977.18365478516,76558.74655151367
Lyso_PS(18:0) | PS (18:0),0.5935433536822753,6.331365589183871,4.7569702525420325,0.029179868510796705,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,21799.001377105717,34645.342334747314,37860.48282623291,46189.12328338623,36419.962799072266,107806.68701171876,31128.3426361084,28956.182048797607,30125.28234863281,27691.281845092773,34242.96249008179,58232.74280929565,84801.46618270874,39491.96290588379,36523.18272399902,94535.44651412964,59853.704528808594,50487.64338684082,98191.40671539308,35472.38247680664,35906.20281982422,24603.781776428223,18270.561317443848,46176.70299530029,31803.30191040039,95651.22686767578,42345.36321258545,21602.36111831665,7822.320690155029,17924.9012260437,21730.02108001709,81131.58502197266
Lyso_PS(18:0) | PS (18:0)_2,0.4079293946740135,6.0513548066705365,2.2760068981294808,0.13138976830641985,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,14719.001064300535,35935.66244125366,35783.68253326416,44435.76314926148,40121.50302886963,111756.2896118164,29934.68165206909,31424.701442718502,17383.781337738037,26970.841899871823,36771.50286102295,26188.54146575928,18671.841175079346,26258.762371063232,13658.020862579346,81346.66519927979,41798.14281463623,29858.842071533203,67981.06462478638,35771.602195739746,39160.10260391235,24906.98137664795,16875.321140289307,47233.46329116821,31220.722663879395,93131.72692871094,41912.28272628784,10900.94051361084,3706.840297698975,3684.180313110352,3973.220260620117,85181.74688720703
Lyso_PS(18:1) | PS (18:1),0.1489186879958225,6.135311808944947,0.30823391784764453,0.5787659512587181,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,17376.641262054443,31371.542274475098,29817.722122192383,33915.62237548828,35967.84259033203,75330.96594238281,20667.581172943115,18823.72151184082,19576.62127304077,22238.361457824707,34147.36234664917,53166.703411102295,58371.484466552734,45868.66326904297,50692.083808898926,59132.34423828125,46029.16339111328,50087.062927246094,51108.54357910156,31112.262294769287,33183.24239730835,10629.680770874023,16022.441188812256,35970.48225021362,12476.380844116213,58000.303955078125,34763.762466430664,47162.50341415405,45845.94305038452,51605.28424453735,51726.1633720398,64813.48416137695
Lyso_PS(18:1) | PS (18:1)_2,0.1192209649725605,6.056303934394247,0.19788826141839877,0.656430807147125,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,10244.600658416748,30154.882194519043,31087.26217269897,36546.26265335083,32078.12224960327,78858.90588378906,17113.901069641113,20738.22127532959,10031.400760650637,22758.621696472168,33297.50206375122,45441.663356781006,53223.34387588501,40530.683208465576,45030.46298217773,57194.30383300781,47070.60305786133,44722.00347900391,49712.24398803711,31162.32218170166,29117.50196456909,16266.480991363524,18964.22143936157,37647.542362213135,21673.08134460449,60616.84436035156,37130.36268615723,37531.6224899292,35545.58208465576,42765.422565460205,42056.66282272339,64689.94519042969
Lyso_PS(18:2) | PS (18:2),-0.13427286560127458,5.877063032919415,0.25432944949488956,0.6140429429591395,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,15718.441352844238,20752.38147354126,22686.40163040161,27120.841625213623,22068.96136856079,59594.0842590332,14270.941040039062,16611.26108932495,15020.741409301758,17434.921356201172,21472.76160430908,41545.002700805664,43043.58302307129,34257.52247619629,40825.102600097656,43420.50286865234,41076.00286865234,39908.942779541016,43300.54243469238,21608.801483154297,24224.601444244385,17863.861656188965,15703.16104888916,28054.16201019287,21420.321769714355,49676.1432800293,25579.321880340576,46367.38302612305,53316.04391479492,57309.12399291992,40571.02297973633,64214.78381347656
Lyso_PS(18:2) | PS (18:2)_2,-0.12950957811966088,5.851510237264014,0.23655125207460515,0.6267081542699265,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,9508.90069580078,22810.42158126831,22291.64144134521,26699.641998291016,26627.54210281372,59054.38441467285,15284.121231079102,15198.48119354248,9706.16067123413,17852.161128997803,21314.10168075561,39460.88265991211,41809.24337768555,33951.64204406738,42389.96292114258,45614.623764038086,38161.6628112793,37185.16290283203,47425.20275878906,20571.921417236328,25029.78169631958,15964.701187133787,14899.941314697266,29414.06206512451,17081.340896606445,49458.98310852051,25881.501949310303,44926.90283203125,52952.86395263672,55935.32440185547,41549.00276184082,63530.50405883789
Lyso_PS(18:3) | PS (18:3),-0.1153811052256404,7.038468817391898,0.1876408665903,0.66488739978497,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,36644.56262207031,28044.04195022583,29198.84202575684,41336.10278701782,34596.40252685547,152399.67059326172,54438.30467224121,39233.0832862854,18427.06148147583,29055.76191329956,23415.301876068115,95792.62649536131,103780.26858520508,87696.62545776367,103918.3674621582,108431.14727783205,92691.225341796875,83811.62512207031,106759.9487915039,25429.941772460938,38517.86332321167,44048.26361083984,43063.224060058594,47328.28337478638,68636.20463562012,133652.51055908203,42750.082805633545,93332.60614013672,107744.72836303712,123558.8699645996,88972.32730102539,226295.8097229004
Lyso_PS(18:3) | PS (18:3)_2,-0.060244744425957474,7.080421830665435,0.05101826472855464,0.8213007961826435,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,42226.94295120239,24963.621936798096,30352.962070465088,41557.16283416748,48177.08249282837,157493.93426513672,20646.78147888184,46667.084270477295,48645.52332687378,56331.60399246216,23455.161598205566,99065.78778076172,100572.3074645996,91325.00769042967,108486.90628051758,108570.10668945312,92746.68734741212,89589.30603027344,105879.5675354004,24889.04176712036,37322.96241760254,41840.64217376709,46733.78289794922,46512.94332122803,74038.4651260376,138063.4086303711,49186.28354263306,96180.4271850586,111254.12893676758,112453.10803222656,90121.50735473631,221567.43829345703
Lyso_PS(18:4),-0.10925415583137131,5.991667767823859,0.16818344355897352,0.6817313106378527,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,10444.040744781494,20641.26153945923,21072.86151123047,29927.142017364506,26110.441822052,62489.86373901367,12580.90098953247,21789.04150390625,17068.201263427734,16865.34126663208,19015.921226501465,45809.62341308594,57889.10363769531,40722.00289916992,44232.583236694336,60119.624267578125,52804.8837890625,41640.28274536133,46222.14331054688,19890.74133300781,24473.341957092285,16549.321159362793,14829.420928955078,26007.841762542725,25127.682006835938,57154.8445892334,28563.822177886963,46234.52383422852,53523.863830566406,79693.5453491211,44876.24295043945,58961.74395751953
Lyso_PS(18:4)_2,-0.11005969561061985,6.025301387065983,0.1706795989280181,0.6795085315930053,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,14007.840728759766,19101.38132095337,19645.72137451172,27701.00207901001,23836.841815948486,67739.56509399414,18544.420864105225,23810.362174987797,9277.200714111328,27763.561939239506,21927.861667633057,43623.10290527344,54973.72351074219,37285.122131347656,46774.90368652344,60939.50473022461,52969.06381225586,39430.362564086914,49230.543853759766,21914.72146987915,24956.72173690796,10776.42073059082,16138.580909729004,30551.28214263916,26114.402114868164,55540.363861083984,28331.342010498047,52488.16409301758,53605.60345458984,78901.34533691406,47575.60348510742,61272.443908691406
Lyso_PS(19:0),-0.22439475345222804,6.371941749275384,0.7132451769952581,0.39836859229144533,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,14094.88098526001,32889.46223449707,28032.84189224243,48286.724182128906,37334.42266082764,134452.87106323242,28664.9222946167,22571.321590423584,19128.801414489742,27868.902015686035,34711.10255432129,43919.862648010254,52864.1237449646,36608.58220291138,40980.28325653076,43170.38347625733,43118.84292984009,38871.3028755188,38574.70235824585,33772.402252197266,40405.20288467407,18280.461502075195,46820.863498687744,43529.64334106445,26180.341594696045,117052.50885009766,42261.90301132202,43842.423248291016,48667.54322814941,57614.90408325195,45193.54261779785,133982.76724243164
Lyso_PS(19:1),-0.2297570117492009,5.672657282569865,0.7478773416496267,0.3871491102047578,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,15745.380931854248,26409.661903381348,30037.262058258057,31016.442176818848,28588.661991119385,113206.9475402832,17689.881072998047,16528.241382598877,18211.821186065677,17270.441249847412,22483.78160095215,21949.22170639038,22353.461757659912,15321.58122253418,27094.72204971313,14231.501075744629,16191.92098236084,17824.18128967285,11270.240825653076,23428.841648101807,27707.58221054077,16259.401050567629,20624.821533203125,31496.882194519043,21989.001274108887,58639.34323120117,31639.38220596313,28501.40182495117,34003.7622795105,35081.30269622803,27957.282077789307,64479.6432800293
Lyso_PS(20:0) | PS (20:0),0.010243043302346311,6.508336287238981,0.0014694882597723335,0.9694214584961565,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,18148.861431121823,39243.92268371582,48629.54327392578,54240.80346679688,44264.6428527832,84055.44598388672,24875.501754760742,20746.841636657715,21530.86117172241,28743.16173171997,40564.44317626953,60933.744689941406,66530.96484375,53524.544036865234,67574.8052368164,71053.00567626953,62854.98486328125,71678.86529541016,67541.48483276367,40904.762786865234,44825.783203125,19596.921489715576,25465.62128067017,47438.04373168945,25618.64199066162,69460.705322265625,46715.22375488281,61975.204833984375,70735.30532836914,73896.105712890625,66418.52423095703,76737.625244140625
