,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey,Lipid
128991,540.4,355.4,2982.940196990967,540.4 -> 355.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-20:0),,540.4,355.4,540.3,355.3,258540.75805664065,540.3 -> 355.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,97228.56616210938,PS2701.01776.0,LPS(O-20:0)
128992,540.4,355.4,2982.940196990967,540.4 -> 355.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-20:0),,540.4,355.4,540.4,355.4,256120.0780029297,540.4 -> 355.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,122564.0869140625,PS2701.01776.0,LPS(O-20:0)
129169,544.3,359.3,26183.58193206787,544.3 -> 359.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,5,(20:5),,544.3,359.3,544.3,359.3,132854.96923828125,544.3 -> 359.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,62436.4443359375,PS2721.01796.0,LPS(20:5)
129170,544.3,359.3,26183.58193206787,544.3 -> 359.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,5,(20:5),,544.3,359.3,544.3,359.3,126081.94921875,544.3 -> 359.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,53442.70397949219,PS2721.01796.0,LPS(20:5)
129347,546.3,361.3,30552.182189941406,546.3 -> 361.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,4,(20:4),,546.3,361.3,546.3,361.3,159214.25079345703,546.3 -> 361.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,124015.98809814452,PS2731.01806.0,LPS(20:4)
129348,546.3,361.3,30552.182189941406,546.3 -> 361.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,4,(20:4),,546.3,361.3,546.3,361.3,161863.97198486328,546.3 -> 361.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,123140.94915771484,PS2731.01806.0,LPS(20:4)
129525,548.3,363.3,52617.96396255493,548.3 -> 363.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,3,(20:3),,548.3,363.3,548.3,363.3,266901.2777404785,548.3 -> 363.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,223629.5145568848,PS2741.01816.0,LPS(20:3)
129526,548.3,363.3,52617.96396255493,548.3 -> 363.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,3,(20:3),,548.3,363.3,548.3,363.3,272109.841796875,548.3 -> 363.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,228333.73797607425,PS2741.01816.0,LPS(20:3)
129703,550.3,365.3,41663.323123931885,550.3 -> 365.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(20:2),,550.3,365.3,550.3,365.3,302291.9020996094,550.3 -> 365.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,261845.75909423828,PS2751.01826.0,LPS(20:2)
129704,550.3,365.3,41663.323123931885,550.3 -> 365.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(20:2),,550.3,365.3,550.3,365.3,305151.12365722656,550.3 -> 365.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,260129.40057373047,PS2751.01826.0,LPS(20:2)
129881,552.3,367.3,97257.40671157835,552.3 -> 367.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(20:1),,552.3,367.3,552.3,367.3,305192.7199707031,552.3 -> 367.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,184495.65161132807,PS2761.01836.0,LPS(20:1)
129882,552.3,367.3,97257.40671157835,552.3 -> 367.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(20:1),,552.3,367.3,552.3,367.3,297623.5986328125,552.3 -> 367.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,180978.90966796875,PS2761.01836.0,LPS(20:1)
130059,554.3,369.3,60208.72394561768,554.3 -> 369.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(20:0),,554.3,369.3,554.3,369.3,190230.2514038086,554.3 -> 369.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,125613.24725341795,PS2771.01846.0,LPS(20:0)
130060,554.3,369.3,60208.72394561768,554.3 -> 369.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(20:0),,554.3,369.3,554.3,369.3,184780.83416748047,554.3 -> 369.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,126356.5499267578,PS2771.01846.0,LPS(20:0)
130237,568.4,383.4,113976.40759277344,568.4 -> 383.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(21:0),,568.4,383.4,568.3,383.3,190433.853515625,568.3 -> 383.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,133329.26989746094,PS2841.01916.0,LPS(21:0)
130238,568.4,383.4,113976.40759277344,568.4 -> 383.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(21:0),,568.4,383.4,568.4,383.3,183062.25390625,568.4 -> 383.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,127903.18994140624,PS2841.01916.0,LPS(21:0)
130415,570.3,385.3,87399.2466430664,570.3 -> 385.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,6,(22:6),,570.3,385.3,570.3,385.3,175368.62951660156,570.3 -> 385.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,122414.32550048828,PS2851.01926.0,LPS(22:6)
130416,570.3,385.3,87399.2466430664,570.3 -> 385.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,6,(22:6),,570.3,385.3,570.3,385.3,173112.15063476562,570.3 -> 385.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,117857.24713134766,PS2851.01926.0,LPS(22:6)
130593,574.3,389.3,52716.6439819336,574.3 -> 389.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,4,(22:4),,574.3,389.3,574.3,389.3,167085.19122314453,574.3 -> 389.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,112081.10748291016,PS2871.01946.0,LPS(22:4)
130594,574.3,389.3,52716.6439819336,574.3 -> 389.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,4,(22:4),,574.3,389.3,574.3,389.3,164644.43127441406,574.3 -> 389.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,110713.34729003906,PS2871.01946.0,LPS(22:4)
130771,578.3,393.3,45866.30322265625,578.3 -> 393.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(22:2),,578.3,393.3,578.3,393.3,274471.4761352539,578.3 -> 393.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,231933.35345458984,PS2891.01966.0,LPS(22:2)
130772,578.3,393.3,45866.30322265625,578.3 -> 393.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(22:2),,578.3,393.3,578.3,393.3,269917.071472168,578.3 -> 393.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,226174.3882446289,PS2891.01966.0,LPS(22:2)
130949,580.4,395.4,144813.98962402344,580.4 -> 395.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(22:1),,580.4,395.4,580.4,395.3,226761.7938232422,580.4 -> 395.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,189751.1311645508,PS2901.01976.0,LPS(22:1)
130950,580.4,395.4,144813.98962402344,580.4 -> 395.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(22:1),,580.4,395.4,580.4,395.4,233502.53826904297,580.4 -> 395.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,199529.055847168,PS2901.01976.0,LPS(22:1)
131127,582.4,397.4,81659.765625,582.4 -> 397.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(22:0),,582.4,397.4,582.4,397.4,235574.63806152344,582.4 -> 397.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,149985.8321533203,PS2911.01986.0,LPS(22:0)
131128,582.4,397.4,81659.765625,582.4 -> 397.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(22:0),,582.4,397.4,582.4,397.4,233103.3563232422,582.4 -> 397.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,149478.291015625,PS2911.01986.0,LPS(22:0)
131305,624.4,439.4,172318.69189453125,624.4 -> 439.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,0,(24:0),,624.4,439.4,624.4,439.4,275434.69921875,624.4 -> 439.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,194473.07373046875,PS3121.02196.0,PS(24:0)
131658,650.4,465.4,75267.80541992188,650.4 -> 465.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,1,(26:1),,650.4,465.4,650.4,465.4,870492.0393066406,650.4 -> 465.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,770738.51171875,PS3251.02326.0,PS(26:1)
131835,652.4,467.4,137473.0693359375,652.4 -> 467.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,0,(26:0),,652.4,467.4,652.4,467.4,552303.9722900391,652.4 -> 467.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,477355.4870605469,PS3261.02336.0,PS(26:0)
132012,664.5,479.5,43532.30316162109,664.5 -> 479.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-28:0),,664.5,479.5,664.5,479.5,924770.4815673828,664.5 -> 479.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,892073.4191589355,PS3322.02397.0,PS(P-28:0)
132189,666.5,481.5,49957.283203125,666.5 -> 481.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(O-,PS(O-,0,(O-28:0),,666.5,481.5,666.5,481.5,536127.5905761719,666.5 -> 481.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,496482.9476928711,PS3332.02407.0,PS(O-28:0)
132366,676.4,491.4,61906.52423095703,676.4 -> 491.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,2,(28:2),,676.4,491.4,676.4,491.4,356601.30181884766,676.4 -> 491.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,322729.8795166016,PS3381.02456.0,PS(28:2)
132543,678.5,493.5,217706.77490234372,678.5 -> 493.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-29:0),,678.5,493.5,678.4,493.4,956584.1069335938,678.4 -> 493.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,708562.2084960938,PS3391.02466.0,PS(P-29:0)
132720,680.5,495.5,5559059.633300781,680.5 -> 495.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(O-,PS(O-,0,(O-29:0),,680.5,495.5,680.4,495.4,2016389.8205566409,680.4 -> 495.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1500311.6961669922,PS3401.02476.0,PS(O-29:0)
132897,690.5,505.5,59100.94396972656,690.5 -> 505.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,1,(P-30:1),,690.5,505.5,690.5,505.5,286029.8392944336,690.5 -> 505.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,250872.75686645508,PS3452.02527.0,PS(P-30:1)
133074,692.5,507.5,51916.5033569336,692.5 -> 507.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-30:0),,692.5,507.5,692.5,507.5,591878.7033081055,692.5 -> 507.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,557919.4208374023,PS3462.02537.0,PS(P-30:0)
133251,694.5,509.5,58400.723876953125,694.5 -> 509.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(O-,PS(O-,0,(O-30:0),,694.5,509.5,694.5,509.5,378803.9642944336,694.5 -> 509.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,335044.34118652344,PS3472.02547.0,PS(O-30:0)
133428,700.4,515.4,51502.10382080078,700.4 -> 515.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,4,(30:4),,700.4,515.4,700.4,515.4,141480.80892944336,700.4 -> 515.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,104977.00631713869,PS3501.02576.0,PS(30:4)
133605,702.4,517.4,54796.10345458984,702.4 -> 517.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,3,(30:3),,702.4,517.4,702.4,517.4,302678.98303222656,702.4 -> 517.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,260376.9203491211,PS3511.02586.0,PS(30:3)
133782,704.5,519.5,73530.02456665039,704.5 -> 519.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,1,(P-31:1),,704.5,519.5,704.4,519.4,253502.5770263672,704.4 -> 519.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,181211.25189208984,PS3521.02596.0,PS(P-31:1)
133959,706.5,521.5,62340.62414550781,706.5 -> 521.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-31:0),,706.5,521.5,706.5,521.5,402028.9440307617,706.5 -> 521.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,349783.3400878906,PS3532.02607.0,PS(P-31:0)
134136,708.5,523.5,105248.80725097656,708.5 -> 523.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(O-,PS(O-,0,(O-31:0),,708.5,523.5,708.5,523.5,314200.7637939453,708.5 -> 523.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,240857.25830078125,PS3542.02617.0,PS(O-31:0)
134489,718.5,533.5,58558.344177246094,718.5 -> 533.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,1,(P-32:1),,718.5,533.5,718.5,533.5,197267.8532104492,718.5 -> 533.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,161054.1509399414,PS3592.02667.0,PS(P-32:1)
134666,720.5,535.5,102823.2667236328,720.5 -> 535.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-32:0),,720.5,535.5,720.5,535.5,456876.5710449219,720.5 -> 535.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,345653.0026855469,PS3602.02677.0,PS(P-32:0)
134843,722.5,537.5,88688.56604003906,722.5 -> 537.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(O-,PS(O-,0,(O-32:0),,722.5,537.5,722.5,537.5,279637.2615966797,722.5 -> 537.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,223233.57775878903,PS3612.02687.0,PS(O-32:0)
135020,726.4,541.4,57704.32391357422,726.4 -> 541.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,5,(32:5),,726.4,541.4,726.4,541.4,166286.4917602539,726.4 -> 541.4,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,128298.9090576172,PS3631.02706.0,PS(32:5)
135198,730.5,545.5,67060.48516845703,730.5 -> 545.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,2,(P-33:2),,730.5,545.5,730.5,545.5,295441.72259521484,730.5 -> 545.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,254508.0195922852,PS3652.02727.0,PS(P-33:2)
135375,732.5,547.5,109860.90783691406,732.5 -> 547.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,1,(P-33:1),,732.5,547.5,732.5,547.5,477915.6169433594,732.5 -> 547.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,422479.4530029297,PS3662.02737.0,PS(P-33:1)
135552,734.5,549.5,79993.76586914062,734.5 -> 549.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-33:0),,734.5,549.5,734.5,549.5,339009.4083251953,734.5 -> 549.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,292479.02502441406,PS3672.02747.0,PS(P-33:0)
135729,736.5,551.5,172457.77221679688,736.5 -> 551.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(O-,PS(O-,0,(O-33:0),,736.5,551.5,736.5,551.5,301644.34228515625,736.5 -> 551.5,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,222393.0164794922,PS3682.02757.0,PS(O-33:0)
